2024-05-03 11:58:57,579 INFO    StreamThr :13414 [internal.py:wandb_internal():86] W&B internal server running at pid: 13414, started at: 2024-05-03 11:58:57.579240
2024-05-03 11:58:57,580 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: status
2024-05-03 11:58:57,587 INFO    WriterThread:13414 [datastore.py:open_for_write():85] open: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/run-9iew4dcf.wandb
2024-05-03 11:58:57,587 DEBUG   SenderThread:13414 [sender.py:send():379] send: header
2024-05-03 11:58:57,604 DEBUG   SenderThread:13414 [sender.py:send():379] send: run
2024-05-03 11:58:58,622 INFO    SenderThread:13414 [dir_watcher.py:__init__():211] watching files in: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files
2024-05-03 11:58:58,622 INFO    SenderThread:13414 [sender.py:_start_run_threads():1121] run started: 9iew4dcf with start time 1714708737.580237
2024-05-03 11:58:58,622 DEBUG   SenderThread:13414 [sender.py:send_request():406] send_request: summary_record
2024-05-03 11:58:58,623 INFO    SenderThread:13414 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-03 11:58:58,630 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: check_version
2024-05-03 11:58:58,630 DEBUG   SenderThread:13414 [sender.py:send_request():406] send_request: check_version
2024-05-03 11:58:59,630 INFO    Thread-12 :13414 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files/wandb-summary.json
2024-05-03 11:58:59,774 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: run_start
2024-05-03 11:58:59,782 DEBUG   HandlerThread:13414 [system_info.py:__init__():31] System info init
2024-05-03 11:58:59,782 DEBUG   HandlerThread:13414 [system_info.py:__init__():46] System info init done
2024-05-03 11:58:59,782 INFO    HandlerThread:13414 [system_monitor.py:start():181] Starting system monitor
2024-05-03 11:58:59,782 INFO    SystemMonitor:13414 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-05-03 11:58:59,782 INFO    HandlerThread:13414 [system_monitor.py:probe():201] Collecting system info
2024-05-03 11:58:59,783 INFO    SystemMonitor:13414 [interfaces.py:start():190] Started cpu monitoring
2024-05-03 11:58:59,783 DEBUG   HandlerThread:13414 [system_info.py:probe():195] Probing system
2024-05-03 11:58:59,783 INFO    SystemMonitor:13414 [interfaces.py:start():190] Started disk monitoring
2024-05-03 11:58:59,783 INFO    SystemMonitor:13414 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-03 11:58:59,786 INFO    SystemMonitor:13414 [interfaces.py:start():190] Started memory monitoring
2024-05-03 11:58:59,786 INFO    SystemMonitor:13414 [interfaces.py:start():190] Started network monitoring
2024-05-03 11:58:59,791 DEBUG   HandlerThread:13414 [system_info.py:_probe_git():180] Probing git
2024-05-03 11:58:59,813 DEBUG   HandlerThread:13414 [system_info.py:_probe_git():188] Probing git done
2024-05-03 11:58:59,813 DEBUG   HandlerThread:13414 [system_info.py:probe():240] Probing system done
2024-05-03 11:58:59,813 DEBUG   HandlerThread:13414 [system_monitor.py:probe():210] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.10.9', 'heartbeatAt': '2024-05-03T03:58:59.783274', 'startedAt': '2024-05-03T03:58:57.573784', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/LSTM_Plus.py', 'codePath': 'LSTM_Plus.py', 'git': {'remote': 'https://github.com/bobbyZhong10/IOM209_GCW.git', 'commit': '0045c3ed05ed63d781bb32c02ba734c7525a6a83'}, 'email': '126168729+bobbyZhong10@users.noreply.github.com', 'root': '/Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study', 'host': 'Bobby-Chungs-MacBook-Pro.local', 'username': 'bobby', 'executable': '/Users/bobby/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 363.50672912597656}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-05-03 11:58:59,813 INFO    HandlerThread:13414 [system_monitor.py:probe():211] Finished collecting system info
2024-05-03 11:58:59,813 INFO    HandlerThread:13414 [system_monitor.py:probe():214] Publishing system info
2024-05-03 11:58:59,813 DEBUG   HandlerThread:13414 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-05-03 11:58:59,814 DEBUG   HandlerThread:13414 [system_info.py:_save_pip():67] Saving pip packages done
2024-05-03 11:58:59,814 DEBUG   HandlerThread:13414 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-05-03 11:59:00,632 INFO    Thread-12 :13414 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files/requirements.txt
2024-05-03 11:59:00,633 INFO    Thread-12 :13414 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files/conda-environment.yaml
2024-05-03 11:59:04,919 DEBUG   HandlerThread:13414 [system_info.py:_save_conda():86] Saving conda packages done
2024-05-03 11:59:04,920 INFO    HandlerThread:13414 [system_monitor.py:probe():216] Finished publishing system info
2024-05-03 11:59:04,928 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 11:59:04,928 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: keepalive
2024-05-03 11:59:04,928 DEBUG   SenderThread:13414 [sender.py:send():379] send: files
2024-05-03 11:59:04,928 INFO    SenderThread:13414 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-05-03 11:59:04,931 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: stop_status
2024-05-03 11:59:04,931 DEBUG   SenderThread:13414 [sender.py:send_request():406] send_request: stop_status
2024-05-03 11:59:05,031 DEBUG   HandlerThread:13414 [handler.py:handle_request():144] handle_request: get_summary
2024-05-03 11:59:05,652 INFO    Thread-12 :13414 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files/conda-environment.yaml
2024-05-03 11:59:05,652 INFO    Thread-12 :13414 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/bobby/Library/Mobile Documents/com~apple~CloudDocs/Study/XJTLU/AY23-24/Y3S2/IOM209/IOM209 GCW/Study/wandb/run-20240503_115857-9iew4dcf/files/wandb-metadata.json
2024-05-03 11:59:05,744 DEBUG   SenderThread:13414 [sender.py:send():379] send: telemetry
2024-05-03 11:59:05,744 DEBUG   SenderThread:13414 [sender.py:send():379] send: telemetry
2024-05-03 11:59:05,744 DEBUG   SenderThread:13414 [sender.py:send():379] send: telemetry
2024-05-03 11:59:05,744 DEBUG   SenderThread:13414 [sender.py:send():379] send: files
2024-05-03 11:59:05,744 INFO    SenderThread:13414 [sender.py:_save_file():1375] saving file model-best.h5 with policy live
2024-05-03 11:59:05,744 DEBUG   SenderThread:13414 [sender.py:send():379] send: telemetry
2024-05-03 11:59:05,745 DEBUG   SenderThread:13414 [sender.py:send():379] send: telemetry
2024-05-03 11:59:05,745 DEBUG   SenderThread:13414 [sender.py:send():379] send: exit
2024-05-03 11:59:05,745 INFO    SenderThread:13414 [sender.py:send_exit():584] handling exit code: 1
2024-05-03 11:59:05,745 INFO    SenderThread:13414 [sender.py:send_exit():586] handling runtime: 5
2024-05-03 11:59:05,746 INFO    SenderThread:13414 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-03 11:59:05,746 INFO    SenderThread:13414 [sender.py:send_exit():592] send defer
