Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
600000,浦发银行,货币金融服务,J66,2014-01,03/01/2014,-0.030753,,,20,2,2,45,827,304,175,348,2032285,4346
600000,浦发银行,货币金融服务,J66,2014-02,10/01/2014,0.02954,,,81,86,29,414,1289,434,298,557,2142618,3276
600000,浦发银行,货币金融服务,J66,2014-03,17/01/2014,-0.030818,,,,,,,883,279,228,376,1431837,2628
600000,浦发银行,货币金融服务,J66,2014-04,24/01/2014,0.012061,,,6,39,2,53,684,238,146,300,1271606,1908
600000,浦发银行,货币金融服务,J66,2014-05,30/01/2014,-0.006501,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-06,07/02/2014,0.001091,,,,,,,340,115,76,149,675978,948
600000,浦发银行,货币金融服务,J66,2014-07,14/02/2014,0.044662,,,,,,,736,290,115,331,1327025,1805
600000,浦发银行,货币金融服务,J66,2014-08,21/02/2014,-0.031283,,,,,,,888,307,196,385,1532212,2764
600000,浦发银行,货币金融服务,J66,2014-09,28/02/2014,-0.040904,,,,,,,1025,339,270,416,1706278,2902
600000,浦发银行,货币金融服务,J66,2014-10,07/03/2014,-0.020202,,,,,,,996,350,253,393,1691083,2954
600000,浦发银行,货币金融服务,J66,2014-11,14/03/2014,0.029782,,,,,,,1143,429,227,487,2339178,3985
600000,浦发银行,货币金融服务,J66,2014-12,21/03/2014,0.100111,,,273,343,89,1152,2739,1158,499,1082,6471636,8861
600000,浦发银行,货币金融服务,J66,2014-13,28/03/2014,-0.022245,,,10,167,11,199,1919,723,359,837,3538766,4888
600000,浦发银行,货币金融服务,J66,2014-14,04/04/2014,0.006205,,,,,,,986,411,215,360,2087907,3276
600000,浦发银行,货币金融服务,J66,2014-15,11/04/2014,0.053443,,,,,,,770,359,116,295,1864807,3770
600000,浦发银行,货币金融服务,J66,2014-16,18/04/2014,-0.045854,,,,,,,751,263,179,309,1572862,2549
600000,浦发银行,货币金融服务,J66,2014-17,25/04/2014,0.006135,,,,,,,722,297,143,282,1604541,2986
600000,浦发银行,货币金融服务,J66,2014-18,30/04/2014,-0.007114,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-19,09/05/2014,-0.001024,,,13,34,13,73,662,269,151,242,1368164,2365
600000,浦发银行,货币金融服务,J66,2014-20,16/05/2014,-0.001025,,,,,,,777,296,233,248,1497235,2468
600000,浦发银行,货币金融服务,J66,2014-21,23/05/2014,-0.005128,,,,,,,734,273,196,265,1635040,2843
600000,浦发银行,货币金融服务,J66,2014-22,30/05/2014,-0.013402,,,,,,,780,312,195,273,1820056,4058
600000,浦发银行,货币金融服务,J66,2014-23,06/06/2014,-0.00627,,,,,,,800,307,206,287,2389015,4111
600000,浦发银行,货币金融服务,J66,2014-24,13/06/2014,0.023134,,,,,,,735,312,161,262,2337417,4639
600000,浦发银行,货币金融服务,J66,2014-25,20/06/2014,-0.003083,,,,,,,691,290,146,255,2253435,4078
600000,浦发银行,货币金融服务,J66,2014-26,27/06/2014,-0.007216,,,,,,,885,383,184,318,2110554,4004
600000,浦发银行,货币金融服务,J66,2014-27,04/07/2014,0.011148,,,,,,,524,199,131,194,1312688,3265
600000,浦发银行,货币金融服务,J66,2014-28,11/07/2014,-0.014333,,,9,72,14,108,530,175,146,209,1204812,2595
600000,浦发银行,货币金融服务,J66,2014-29,18/07/2014,0.008949,,,,,,,426,183,91,152,1223873,2631
600000,浦发银行,货币金融服务,J66,2014-30,25/07/2014,0.04102,,,,,,,643,256,149,238,1638694,4221
600000,浦发银行,货币金融服务,J66,2014-31,01/08/2014,0.039404,,,,,,,896,359,190,347,2296496,4959
600000,浦发银行,货币金融服务,J66,2014-32,08/08/2014,-0.022541,,,,,,,937,370,190,377,1929787,3567
600000,浦发银行,货币金融服务,J66,2014-33,15/08/2014,0.014675,,,291,168,47,768,1050,487,168,395,2686734,4558
600000,浦发银行,货币金融服务,J66,2014-34,22/08/2014,-0.014463,,,,,,,1021,393,239,389,3217438,6760
600000,浦发银行,货币金融服务,J66,2014-35,29/08/2014,-0.007338,,,,,,,786,316,190,280,2157802,3750
600000,浦发银行,货币金融服务,J66,2014-36,05/09/2014,0.028511,,,42,164,5,220,852,353,186,313,2563940,4029
600000,浦发银行,货币金融服务,J66,2014-37,12/09/2014,-0.014374,,,,,,,847,315,202,330,2806362,3740
600000,浦发银行,货币金融服务,J66,2014-38,19/09/2014,0.026042,,,,,,,975,383,209,383,2791680,3707
600000,浦发银行,货币金融服务,J66,2014-39,26/09/2014,-0.013198,,,,,,,768,309,151,308,2423612,3969
600000,浦发银行,货币金融服务,J66,2014-40,30/09/2014,0.003086,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-41,10/10/2014,0.008205,,,,,,,467,218,66,183,1640151,2559
600000,浦发银行,货币金融服务,J66,2014-42,17/10/2014,0.002035,,,,,,,661,238,161,262,2559917,3414
600000,浦发银行,货币金融服务,J66,2014-43,24/10/2014,-0.017259,,,,,,,667,232,153,282,2076860,2955
600000,浦发银行,货币金融服务,J66,2014-44,31/10/2014,0.053719,,,62,26,11,158,1152,383,267,502,4031666,5714
600000,浦发银行,货币金融服务,J66,2014-45,07/11/2014,-0.001961,,,,,,,1056,407,194,455,2986609,3946
600000,浦发银行,货币金融服务,J66,2014-46,14/11/2014,0.070727,,,,,,,1518,621,281,616,4380714,5001
600000,浦发银行,货币金融服务,J66,2014-47,21/11/2014,-0.010092,,,,,,,1589,492,341,756,5661583,6239
600000,浦发银行,货币金融服务,J66,2014-48,28/11/2014,0.149212,,,27,140,1,210,1837,698,313,826,6643316,7456
600000,浦发银行,货币金融服务,J66,2014-49,05/12/2014,0.091129,,,7,9,2,34,1900,664,376,860,5191585,6630
600000,浦发银行,货币金融服务,J66,2014-50,12/12/2014,-0.04065,,,,,,,1648,548,366,734,4551767,7012
600000,浦发银行,货币金融服务,J66,2014-51,19/12/2014,0.085516,,,17,23,1,41,1422,527,281,614,3944529,6368
600000,浦发银行,货币金融服务,J66,2014-52,26/12/2014,0.048261,,,,,,,1451,573,290,588,3989532,5748
600000,浦发银行,货币金融服务,J66,2014-53,31/12/2014,0.062288,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-02,09/01/2015,-0.016571,,,,,,,1369,503,298,568,4391815,6654
600000,浦发银行,货币金融服务,J66,2015-03,16/01/2015,0.067401,,,14,49,10,218,1426,537,246,643,3835145,6412
600000,浦发银行,货币金融服务,J66,2015-04,23/01/2015,-0.051002,,,,,,,1739,615,411,713,3964699,5913
600000,浦发银行,货币金融服务,J66,2015-05,30/01/2015,-0.074216,,,,,,,1637,484,427,726,3817259,6896
600000,浦发银行,货币金融服务,J66,2015-06,06/02/2015,-0.026261,,,,,,,1434,436,391,607,3425182,6465
600000,浦发银行,货币金融服务,J66,2015-07,13/02/2015,0.024131,,,,,,,976,351,188,437,3081798,5862
600000,浦发银行,货币金融服务,J66,2015-08,17/02/2015,0.002772,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-09,27/02/2015,0.004147,,,,,,,770,272,146,352,1815797,3844
600000,浦发银行,货币金融服务,J66,2015-10,06/03/2015,-0.061941,,,,,,,1455,456,397,602,2285369,8507
600000,浦发银行,货币金融服务,J66,2015-11,13/03/2015,0.12179,,,,,,,1405,565,246,594,1302001,6965
600000,浦发银行,货币金融服务,J66,2015-12,20/03/2015,0.030085,,,151,111,37,500,1701,664,311,726,3547180,8373
600000,浦发银行,货币金融服务,J66,2015-13,27/03/2015,-0.024762,,,10,7,3,74,1430,517,319,594,4599395,8121
600000,浦发银行,货币金融服务,J66,2015-14,03/04/2015,0.054688,,,,,,,1697,608,379,710,4806696,7933
600000,浦发银行,货币金融服务,J66,2015-15,10/04/2015,0.082099,,,,,,,1454,591,267,596,4804409,8179
600000,浦发银行,货币金融服务,J66,2015-16,17/04/2015,0.061038,,,,,,,2013,668,477,868,5785226,9995
600000,浦发银行,货币金融服务,J66,2015-17,24/04/2015,-0.049462,,,,,,,2252,698,538,1016,5802406,9447
600000,浦发银行,货币金融服务,J66,2015-18,30/04/2015,0.022059,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-19,08/05/2015,-0.053127,,,,,,,1946,548,490,908,4647832,9949
600000,浦发银行,货币金融服务,J66,2015-20,15/05/2015,-0.019287,,,,,,,1954,566,446,942,3969056,7701
600000,浦发银行,货币金融服务,J66,2015-21,22/05/2015,0.058403,,,,,,,1520,508,287,725,2633503,5581
600000,浦发银行,货币金融服务,J66,2015-22,29/05/2015,-0.040541,,,14,22,1,70,1626,532,371,723,8887297,5957
600000,浦发银行,货币金融服务,J66,2015-23,05/06/2015,0.081573,,,,,,,1680,577,324,779,4475653,6788
600000,浦发银行,货币金融服务,J66,2015-25,19/06/2015,-0.073793,,,7,51,5,122,2347,768,447,1132,6260042,10873
600000,浦发银行,货币金融服务,J66,2015-26,26/06/2015,-0.027124,,,,,,,1465,505,268,692,3848655,5671
600000,浦发银行,货币金融服务,J66,2015-27,03/07/2015,0.001262,,,,,,,1755,609,344,802,4034701,6361
600000,浦发银行,货币金融服务,J66,2015-28,10/07/2015,0.088847,,,,,,,1891,581,477,833,4294814,5342
600000,浦发银行,货币金融服务,J66,2015-29,17/07/2015,-0.015046,,,,,,,1184,361,265,558,8253656,3573
600000,浦发银行,货币金融服务,J66,2015-30,24/07/2015,-0.051704,,,,,,,1073,322,260,491,4575039,3830
600000,浦发银行,货币金融服务,J66,2015-31,31/07/2015,-0.066295,,,,,,,1332,363,392,577,3613651,3823
600000,浦发银行,货币金融服务,J66,2015-32,07/08/2015,0.026543,,,,,,,879,289,223,367,2339341,2753
600000,浦发银行,货币金融服务,J66,2015-33,14/08/2015,0.001293,,,,,,,696,250,133,313,2070270,2402
600000,浦发银行,货币金融服务,J66,2015-34,21/08/2015,-0.081988,,,93,40,19,301,1143,344,299,500,3459061,4083
600000,浦发银行,货币金融服务,J66,2015-35,28/08/2015,0.001406,,,8,11,3,77,1283,385,319,579,4229439,6550
600000,浦发银行,货币金融服务,J66,2015-36,02/09/2015,0.045646,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-37,11/09/2015,0.044997,,,,,,,1308,451,270,587,3378753,4415
600000,浦发银行,货币金融服务,J66,2015-38,18/09/2015,-0.034062,,,,,,,905,286,228,391,2249217,3162
600000,浦发银行,货币金融服务,J66,2015-39,25/09/2015,0.037259,,,,,,,783,257,184,342,2135976,2364
600000,浦发银行,货币金融服务,J66,2015-40,30/09/2015,0.066709,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-41,09/10/2015,-0.043897,,,,,,,618,180,121,317,2379961,2594
600000,浦发银行,货币金融服务,J66,2015-42,14/10/2015,0,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-44,30/10/2015,0.030818,,,21,14,6,86,688,227,145,316,1894366,1878
600000,浦发银行,货币金融服务,J66,2015-45,06/11/2015,0.090909,,,47,30,8,201,844,269,168,407,2344517,2698
600000,浦发银行,货币金融服务,J66,2015-46,13/11/2015,-0.016779,,,,,,,980,325,186,469,2799537,2909
600000,浦发银行,货币金融服务,J66,2015-47,20/11/2015,0.050626,,,,,,,751,269,142,340,1873068,1677
600000,浦发银行,货币金融服务,J66,2015-48,27/11/2015,0.003249,,,,,,,1099,396,212,491,2624794,2886
600000,浦发银行,货币金融服务,J66,2015-49,04/12/2015,0.009714,,,,,,,742,279,165,298,2445208,1926
600000,浦发银行,货币金融服务,J66,2015-50,11/12/2015,-0.005879,,,,,,,911,317,204,390,5141786,2830
600000,浦发银行,货币金融服务,J66,2015-51,18/12/2015,0.01129,,,,,,,625,206,136,283,2886839,2274
600000,浦发银行,货币金融服务,J66,2015-52,25/12/2015,0.027113,,,,,,,581,219,104,258,2333395,1945
600000,浦发银行,货币金融服务,J66,2015-53,31/12/2015,-0.054348,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-02,08/01/2016,-0.042693,,,,,,,790,220,214,356,3602809,2594
600000,浦发银行,货币金融服务,J66,2016-03,15/01/2016,0.005146,,,,,,,590,166,148,276,2896674,2061
600000,浦发银行,货币金融服务,J66,2016-04,22/01/2016,-0.031854,,,,,,,479,129,104,246,2529042,1985
600000,浦发银行,货币金融服务,J66,2016-05,29/01/2016,-0.007051,,,,,,,483,158,129,196,2191510,1368
600000,浦发银行,货币金融服务,J66,2016-06,05/02/2016,0.087574,,,,,,,447,159,79,209,2731709,1606
600000,浦发银行,货币金融服务,J66,2016-08,15/02/2016,0.003808,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-11,11/03/2016,-0.080217,,,,,,,618,163,160,295,4123460,3082
600000,浦发银行,货币金融服务,J66,2016-12,18/03/2016,0.051267,,,,,,,738,271,122,345,3400111,3150
600000,浦发银行,货币金融服务,J66,2016-13,25/03/2016,-0.005605,,,,,,,437,159,80,198,2200843,2621
600000,浦发银行,货币金融服务,J66,2016-14,01/04/2016,0.024803,,,,,,,484,179,102,203,2004067,2080
600000,浦发银行,货币金融服务,J66,2016-15,08/04/2016,-0.031903,,,,,,,470,168,98,204,2733880,2690
600000,浦发银行,货币金融服务,J66,2016-16,15/04/2016,0.016477,,,,,,,424,169,70,185,1493829,2260
600000,浦发银行,货币金融服务,J66,2016-17,22/04/2016,0.019564,,,,,,,554,225,124,205,1742024,2393
600000,浦发银行,货币金融服务,J66,2016-18,29/04/2016,-0.022478,,,,,,,1994,905,70,1019,1860171,2281
600000,浦发银行,货币金融服务,J66,2016-19,06/05/2016,-0.005609,,,,,,,1432,525,49,858,1032273,1464
600000,浦发银行,货币金融服务,J66,2016-20,13/05/2016,-0.027637,,,,,,,1081,281,107,693,1111935,2052
600000,浦发银行,货币金融服务,J66,2016-21,20/05/2016,0.012181,,,,,,,1067,188,139,740,1273696,2066
600000,浦发银行,货币金融服务,J66,2016-22,27/05/2016,0.016619,,,,,,,865,169,186,510,1399579,2010
600000,浦发银行,货币金融服务,J66,2016-23,03/06/2016,0.01522,,,,,,,810,121,56,633,1714906,6743
600000,浦发银行,货币金融服务,J66,2016-24,08/06/2016,-0.00111,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-25,17/06/2016,-0.012229,,,,,,,368,116,73,179,1112648,1295
600000,浦发银行,货币金融服务,J66,2016-26,24/06/2016,-0.025155,,,,,,,486,171,103,212,1421423,2272
600000,浦发银行,货币金融服务,J66,2016-27,01/07/2016,0.041885,,,,,,,440,146,86,208,754545,1477
600000,浦发银行,货币金融服务,J66,2016-28,08/07/2016,-0.029523,,,,,,,423,130,74,219,429385,1416
600000,浦发银行,货币金融服务,J66,2016-29,15/07/2016,0.016828,,,,,,,337,127,73,137,438892,976
600000,浦发银行,货币金融服务,J66,2016-30,22/07/2016,-0.005092,,,,,,,277,102,52,123,522502,1181
600000,浦发银行,货币金融服务,J66,2016-31,29/07/2016,0.004479,,,,,,,416,122,78,216,518594,1386
600000,浦发银行,货币金融服务,J66,2016-32,05/08/2016,0.001911,,,,,,,348,105,68,175,455562,1422
600000,浦发银行,货币金融服务,J66,2016-33,12/08/2016,0.040051,,,,,,,460,178,68,214,716680,1497
600000,浦发银行,货币金融服务,J66,2016-34,19/08/2016,0.003667,,,,,,,314,117,40,157,432048,1024
600000,浦发银行,货币金融服务,J66,2016-35,26/08/2016,-0.004872,,,,,,,274,113,55,106,385593,916
600000,浦发银行,货币金融服务,J66,2016-36,02/09/2016,0.008568,,,,,,,244,89,46,109,259864,586
600000,浦发银行,货币金融服务,J66,2016-37,09/09/2016,0.004854,,,,,,,346,114,49,183,338723,670
600000,浦发银行,货币金融服务,J66,2016-38,14/09/2016,-0.009662,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-39,23/09/2016,0.004878,,,,,,,214,66,29,119,265423,660
600000,浦发银行,货币金融服务,J66,2016-40,30/09/2016,0.000607,,,,,,,218,81,30,107,320333,821
600000,浦发银行,货币金融服务,J66,2016-42,14/10/2016,-0.001819,,,,,,,166,60,32,74,204575,558
600000,浦发银行,货币金融服务,J66,2016-43,21/10/2016,-0.009721,,,,,,,266,89,49,128,344584,918
600000,浦发银行,货币金融服务,J66,2016-44,28/10/2016,-0.000613,,,,,,,198,54,42,102,371802,1164
600000,浦发银行,货币金融服务,J66,2016-45,04/11/2016,0.006753,,,,,,,181,68,43,70,305303,622
600000,浦发银行,货币金融服务,J66,2016-46,11/11/2016,0.011585,,,,,,,227,87,42,98,265011,1027
600000,浦发银行,货币金融服务,J66,2016-47,18/11/2016,0.000603,,,,,,,240,94,44,102,294974,1194
600000,浦发银行,货币金融服务,J66,2016-48,25/11/2016,0.029518,,,,,,,391,152,56,183,384421,1238
600000,浦发银行,货币金融服务,J66,2016-49,02/12/2016,0.000585,,,,,,,314,100,57,157,485092,860
600000,浦发银行,货币金融服务,J66,2016-50,09/12/2016,0.014035,,,,,,,405,144,69,192,445431,2171
600000,浦发银行,货币金融服务,J66,2016-51,16/12/2016,-0.039216,,,,,,,327,88,75,164,578065,1043
600000,浦发银行,货币金融服务,J66,2016-52,23/12/2016,-0.028211,,,,,,,442,135,80,227,556490,1713
600000,浦发银行,货币金融服务,J66,2016-53,30/12/2016,0.001235,,,,,,,337,108,85,144,335723,954
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-01,03/01/2014,0.208817,13929,30894,65,445,8,648,2172,764,514,894,5920176,10777
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-02,10/01/2014,-0.172745,31116,62347,2,100,0,119,3393,966,1115,1312,5346707,9514
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-03,17/01/2014,0.032483,20615,38051,11,41,2,71,1573,486,432,655,3096038,5731
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-04,24/01/2014,-0.035955,16871,31711,23,142,9,219,1032,311,339,382,1680912,2743
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-05,30/01/2014,-0.06993,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-06,07/02/2014,0.002506,6757,13278,,,,,701,100,201,400,887553,1194
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-07,14/02/2014,0.05,16033,30520,,,,,630,261,146,223,1124694,1696
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-08,21/02/2014,-0.002381,17361,33550,6,10,1,37,1072,341,266,465,2057322,2967
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-09,28/02/2014,0.042959,20162,36659,5,22,0,55,802,305,186,311,1555830,2092
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-10,07/03/2014,-0.018307,17001,31222,,,,,774,241,230,303,1574456,2118
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-11,14/03/2014,-0.041958,16104,29094,46,99,23,250,605,216,147,242,1275104,1689
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-12,21/03/2014,-0.014599,14792,27566,50,222,6,356,810,253,241,316,1228073,1942
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-13,28/03/2014,0.009877,13740,26024,,,,,500,184,134,182,957836,2070
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-14,04/04/2014,-0.00489,13469,25952,6,30,2,55,614,169,196,249,1068783,2216
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-15,11/04/2014,0.004914,11361,22058,,,,,396,122,137,137,580952,811
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-16,18/04/2014,-0.017115,11445,22257,,,,,363,102,122,139,526745,783
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-17,25/04/2014,-0.059701,10657,20772,,,,,435,118,149,168,590254,865
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-18,30/04/2014,-0.034392,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-19,09/05/2014,0.016438,14981,28059,,,,,595,178,198,219,1054635,1535
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-20,16/05/2014,0.010782,14552,26971,,,,,362,115,116,131,666676,881
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-21,23/05/2014,-0.010695,11626,21812,,,,,331,101,93,137,752488,841
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-22,30/05/2014,0,11018,20946,,,,,347,103,94,150,1213141,1035
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-23,06/06/2014,-0.008108,9280,17369,,,,,220,69,61,90,850440,609
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-24,13/06/2014,0.010899,10615,20323,,,,,436,168,109,159,1130461,992
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-25,20/06/2014,-0.061995,10974,21213,,,,,628,171,193,264,1717239,1600
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-26,27/06/2014,0.04023,11873,22557,,,,,579,154,193,232,1447693,2081
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-27,04/07/2014,-0.008287,12051,22876,,,,,561,166,175,220,1058026,1754
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-28,11/07/2014,-0.002786,11321,21999,,,,,614,197,175,242,1153902,1644
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-29,18/07/2014,0.022346,14209,26993,,,,,557,186,140,231,1438858,2757
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-30,25/07/2014,0.071038,15813,29545,,,,,598,215,134,249,1334659,1820
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-31,01/08/2014,0.048469,18423,34845,,,,,792,288,198,306,1929680,3336
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-32,08/08/2014,0.187348,33440,68598,8,27,5,140,2624,947,585,1092,6378608,9646
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-33,15/08/2014,0.04918,39911,80068,9,89,3,116,2626,900,612,1114,6086762,9016
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-34,22/08/2014,0.003906,34611,67675,,,,,2240,749,599,892,6041472,8316
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-35,29/08/2014,-0.066148,32445,63553,58,88,21,274,2731,786,806,1139,7889654,12429
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-36,05/09/2014,0.052083,27580,52663,,,,,1516,512,335,669,5819876,6193
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-37,12/09/2014,0.017822,24221,45812,,,,,1067,345,256,466,3539855,3833
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-38,19/09/2014,0.005837,38511,76899,,,,,2273,775,519,979,8182890,10657
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-39,26/09/2014,0.10058,38187,74995,,,,,2614,918,550,1146,12160843,10041
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-40,30/09/2014,-0.017135,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-41,10/10/2014,0.032258,31915,63990,,,,,1466,557,317,592,8002415,6258
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-42,17/10/2014,-0.027778,43691,88220,,,,,2063,705,502,856,8624310,6309
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-43,24/10/2014,-0.078571,38046,76658,,,,,2125,673,580,872,8368506,7892
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-44,31/10/2014,0.089147,38878,81119,8,3,7,33,1608,544,303,761,6600123,9248
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-45,07/11/2014,-0.039146,40093,85386,,,,,1941,601,504,836,4047952,5038
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-46,14/11/2014,0.137037,46682,103633,,,,,2926,943,674,1309,7503735,7491
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-47,21/11/2014,-0.029316,56491,117061,,,,,2745,874,660,1211,6975767,8010
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-48,28/11/2014,0.060403,56719,118432,,,,,2422,759,571,1092,6849805,8992
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-49,05/12/2014,0.136076,74693,164481,,,,,2851,936,618,1297,8286371,10232
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-50,12/12/2014,0.211699,98300,236366,,,,,3155,1071,640,1444,9113984,13743
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-51,19/12/2014,0.043678,79348,188037,,,,,3183,1052,741,1390,8087708,13097
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-52,26/12/2014,-0.061674,72581,171259,,,,,3217,1023,789,1405,8445095,13853
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-53,31/12/2014,-0.042254,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-02,09/01/2015,0.02451,61269,142453,,,,,1918,661,409,848,5016387,7790
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-03,16/01/2015,0.021531,46688,106035,,,,,2327,700,575,1052,6184901,13086
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-04,23/01/2015,0.081967,53188,127258,,,,,2678,867,576,1235,7867830,13385
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-05,30/01/2015,0.082251,65031,171650,,,,,3532,1125,743,1664,10500078,15191
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-06,06/02/2015,-0.052,61424,155023,,,,,3153,961,764,1428,9819261,17445
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-07,13/02/2015,0.031646,51655,120064,,,,,1814,551,474,789,5608904,9430
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-08,17/02/2015,0,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-09,27/02/2015,0.051125,29956,67938,,,,,1056,391,196,469,8582984,7300
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-10,06/03/2015,0.003891,48209,113770,,,,,1744,524,438,782,2781099,12539
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-11,13/03/2015,0.127907,54358,124883,5,11,1,32,2682,936,561,1185,3107046,20692
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-12,20/03/2015,0.060137,70418,175797,,,,,2492,851,479,1162,5560973,19697
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-13,27/03/2015,0.019449,65194,161908,,,,,3853,1289,765,1799,13314683,35666
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-14,03/04/2015,-0.050874,73783,199411,,,,,5029,1300,1363,2366,12632184,30641
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-15,10/04/2015,0.011725,55206,149074,,,,,3111,901,798,1412,9827490,27773
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-16,17/04/2015,0.039735,78040,222309,,,,,4551,1287,1101,2163,13271200,28295
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-17,24/04/2015,0.140127,93349,301945,,,,,3659,1162,864,1633,10648090,25754
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-18,30/04/2015,-0.054469,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-19,08/05/2015,-0.106352,64844,224812,9,6,3,65,4466,1136,1166,2164,10185076,27817
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-20,15/05/2015,0.147107,77032,287566,,,,,5587,1671,1267,2649,12434213,28870
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-21,22/05/2015,-0.008646,76054,281587,,,,,4549,1131,1167,2251,8294351,25855
