Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G,GB_emotion,Analyst_emotion
600000,浦发银行,货币金融服务,J66,2014-01,03/01/2014,-0.030753,,,20.0,2.0,2.0,45.0,827.0,304.0,175.0,348.0,2032285.0,4346.0,0.5941958887545344,1.5167697725
600000,浦发银行,货币金融服务,J66,2014-02,10/01/2014,0.02954,,,81.0,86.0,29.0,414.0,1289.0,434.0,298.0,557.0,2142618.0,3276.0,0.4461598138091543,0.4148263594744897
600000,浦发银行,货币金融服务,J66,2014-03,17/01/2014,-0.030818,,,,,,,883.0,279.0,228.0,376.0,1431837.0,2628.0,0.30101925254813133,
600000,浦发银行,货币金融服务,J66,2014-04,24/01/2014,0.012061,,,6.0,39.0,2.0,53.0,684.0,238.0,146.0,300.0,1271606.0,1908.0,0.5350877192982456,-0.07441734931914892
600000,浦发银行,货币金融服务,J66,2014-05,30/01/2014,-0.006501,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-06,07/02/2014,0.001091,,,,,,,340.0,115.0,76.0,149.0,675978.0,948.0,0.4755882352941176,
600000,浦发银行,货币金融服务,J66,2014-07,14/02/2014,0.044662,,,,,,,736.0,290.0,115.0,331.0,1327025.0,1805.0,0.8482336956521739,
600000,浦发银行,货币金融服务,J66,2014-08,21/02/2014,-0.031283,,,,,,,888.0,307.0,196.0,385.0,1532212.0,2764.0,0.5050675675675675,
600000,浦发银行,货币金融服务,J66,2014-09,28/02/2014,-0.040904,,,,,,,1025.0,339.0,270.0,416.0,1706278.0,2902.0,0.3237073170731707,
600000,浦发银行,货币金融服务,J66,2014-10,07/03/2014,-0.020202,,,,,,,996.0,350.0,253.0,393.0,1691083.0,2954.0,0.4105421686746989,
600000,浦发银行,货币金融服务,J66,2014-11,14/03/2014,0.029782,,,,,,,1143.0,429.0,227.0,487.0,2339178.0,3985.0,0.658005249343832,
600000,浦发银行,货币金融服务,J66,2014-12,21/03/2014,0.100111,,,273.0,343.0,89.0,1152.0,2739.0,1158.0,499.0,1082.0,6471636.0,8861.0,0.8403066812705366,0.3885598920297872
600000,浦发银行,货币金融服务,J66,2014-13,28/03/2014,-0.022245,,,10.0,167.0,11.0,199.0,1919.0,723.0,359.0,837.0,3538766.0,4888.0,0.6998957790515893,-0.2677121794148936
600000,浦发银行,货币金融服务,J66,2014-14,04/04/2014,0.006205,,,,,,,986.0,411.0,215.0,360.0,2087907.0,3276.0,0.7058823529411765,
600000,浦发银行,货币金融服务,J66,2014-15,11/04/2014,0.053443,,,,,,,770.0,359.0,116.0,295.0,1864807.0,3770.0,1.0616883116883118,
600000,浦发银行,货币金融服务,J66,2014-16,18/04/2014,-0.045854,,,,,,,751.0,263.0,179.0,309.0,1572862.0,2549.0,0.45898801597869515,
600000,浦发银行,货币金融服务,J66,2014-17,25/04/2014,0.006135,,,,,,,722.0,297.0,143.0,282.0,1604541.0,2986.0,0.7570637119113574,
600000,浦发银行,货币金融服务,J66,2014-18,30/04/2014,-0.007114,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-19,09/05/2014,-0.001024,,,13.0,34.0,13.0,73.0,662.0,269.0,151.0,242.0,1368164.0,2365.0,0.6444108761329306,-0.13569683564999996
600000,浦发银行,货币金融服务,J66,2014-20,16/05/2014,-0.001025,,,,,,,777.0,296.0,233.0,248.0,1497235.0,2468.0,0.33899613899613895,
600000,浦发银行,货币金融服务,J66,2014-21,23/05/2014,-0.005128,,,,,,,734.0,273.0,196.0,265.0,1635040.0,2843.0,0.42302452316076294,
600000,浦发银行,货币金融服务,J66,2014-22,30/05/2014,-0.013402,,,,,,,780.0,312.0,195.0,273.0,1820056.0,4058.0,0.5549999999999999,
600000,浦发银行,货币金融服务,J66,2014-23,06/06/2014,-0.00627,,,,,,,800.0,307.0,206.0,287.0,2389015.0,4111.0,0.486375,
600000,浦发银行,货币金融服务,J66,2014-24,13/06/2014,0.023134,,,,,,,735.0,312.0,161.0,262.0,2337417.0,4639.0,0.723265306122449,
600000,浦发银行,货币金融服务,J66,2014-25,20/06/2014,-0.003083,,,,,,,691.0,290.0,146.0,255.0,2253435.0,4078.0,0.73589001447178,
600000,浦发银行,货币金融服务,J66,2014-26,27/06/2014,-0.007216,,,,,,,885.0,383.0,184.0,318.0,2110554.0,4004.0,0.7823728813559323,
600000,浦发银行,货币金融服务,J66,2014-27,04/07/2014,0.011148,,,,,,,524.0,199.0,131.0,194.0,1312688.0,3265.0,0.5003816793893131,
600000,浦发银行,货币金融服务,J66,2014-28,11/07/2014,-0.014333,,,9.0,72.0,14.0,108.0,530.0,175.0,146.0,209.0,1204812.0,2595.0,0.28245283018867934,-0.30779645081052626
600000,浦发银行,货币金融服务,J66,2014-29,18/07/2014,0.008949,,,,,,,426.0,183.0,91.0,152.0,1223873.0,2631.0,0.7549295774647888,
600000,浦发银行,货币金融服务,J66,2014-30,25/07/2014,0.04102,,,,,,,643.0,256.0,149.0,238.0,1638694.0,4221.0,0.6102643856920684,
600000,浦发银行,货币金融服务,J66,2014-31,01/08/2014,0.039404,,,,,,,896.0,359.0,190.0,347.0,2296496.0,4959.0,0.6820312499999999,
600000,浦发银行,货币金融服务,J66,2014-32,08/08/2014,-0.022541,,,,,,,937.0,370.0,190.0,377.0,1929787.0,3567.0,0.6970117395944503,
600000,浦发银行,货币金融服务,J66,2014-33,15/08/2014,0.014675,,,291.0,168.0,47.0,768.0,1050.0,487.0,168.0,395.0,2686734.0,4558.0,1.0242857142857142,1.064963018235178
600000,浦发银行,货币金融服务,J66,2014-34,22/08/2014,-0.014463,,,,,,,1021.0,393.0,239.0,389.0,3217438.0,6760.0,0.5667972575905975,
600000,浦发银行,货币金融服务,J66,2014-35,29/08/2014,-0.007338,,,,,,,786.0,316.0,190.0,280.0,2157802.0,3750.0,0.5877862595419847,
600000,浦发银行,货币金融服务,J66,2014-36,05/09/2014,0.028511,,,42.0,164.0,5.0,220.0,852.0,353.0,186.0,313.0,2563940.0,4029.0,0.6982394366197184,0.1162782292606635
600000,浦发银行,货币金融服务,J66,2014-37,12/09/2014,-0.014374,,,,,,,847.0,315.0,202.0,330.0,2806362.0,3740.0,0.5171192443919717,
600000,浦发银行,货币金融服务,J66,2014-38,19/09/2014,0.026042,,,,,,,975.0,383.0,209.0,383.0,2791680.0,3707.0,0.6532307692307693,
600000,浦发银行,货币金融服务,J66,2014-39,26/09/2014,-0.013198,,,,,,,768.0,309.0,151.0,308.0,2423612.0,3969.0,0.7374999999999999,
600000,浦发银行,货币金融服务,J66,2014-40,30/09/2014,0.003086,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-41,10/10/2014,0.008205,,,,,,,467.0,218.0,66.0,183.0,1640151.0,2559.0,1.0940042826552463,
600000,浦发银行,货币金融服务,J66,2014-42,17/10/2014,0.002035,,,,,,,661.0,238.0,161.0,262.0,2559917.0,3414.0,0.4683812405446294,
600000,浦发银行,货币金融服务,J66,2014-43,24/10/2014,-0.017259,,,,,,,667.0,232.0,153.0,282.0,2076860.0,2955.0,0.4821589205397302,
600000,浦发银行,货币金融服务,J66,2014-44,31/10/2014,0.053719,,,62.0,26.0,11.0,158.0,1152.0,383.0,267.0,502.0,4031666.0,5714.0,0.43281249999999993,1.1119669708484847
600000,浦发银行,货币金融服务,J66,2014-45,07/11/2014,-0.001961,,,,,,,1056.0,407.0,194.0,455.0,2986609.0,3946.0,0.734375,
600000,浦发银行,货币金融服务,J66,2014-46,14/11/2014,0.070727,,,,,,,1518.0,621.0,281.0,616.0,4380714.0,5001.0,0.7936758893280632,
600000,浦发银行,货币金融服务,J66,2014-47,21/11/2014,-0.010092,,,,,,,1589.0,492.0,341.0,756.0,5661583.0,6239.0,0.4278162366268093,
600000,浦发银行,货币金融服务,J66,2014-48,28/11/2014,0.149212,,,27.0,140.0,1.0,210.0,1837.0,698.0,313.0,826.0,6643316.0,7456.0,0.7636363636363638,0.056045429875000004
600000,浦发银行,货币金融服务,J66,2014-49,05/12/2014,0.091129,,,7.0,9.0,2.0,34.0,1900.0,664.0,376.0,860.0,5191585.0,6630.0,0.5905263157894737,0.4152121988333335
600000,浦发银行,货币金融服务,J66,2014-50,12/12/2014,-0.04065,,,,,,,1648.0,548.0,366.0,734.0,4551767.0,7012.0,0.46492718446601944,
600000,浦发银行,货币金融服务,J66,2014-51,19/12/2014,0.085516,,,17.0,23.0,1.0,41.0,1422.0,527.0,281.0,614.0,3944529.0,6368.0,0.6485232067510549,0.6049093231463415
600000,浦发银行,货币金融服务,J66,2014-52,26/12/2014,0.048261,,,,,,,1451.0,573.0,290.0,588.0,3989532.0,5748.0,0.706685044796692,
600000,浦发银行,货币金融服务,J66,2014-53,31/12/2014,0.062288,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-02,09/01/2015,-0.016571,,,,,,,1369.0,503.0,298.0,568.0,4391815.0,6654.0,0.5737034331628927,
600000,浦发银行,货币金融服务,J66,2015-03,16/01/2015,0.067401,,,14.0,49.0,10.0,218.0,1426.0,537.0,246.0,643.0,3835145.0,6412.0,0.7474754558204769,-0.07165804167123284
600000,浦发银行,货币金融服务,J66,2015-04,23/01/2015,-0.051002,,,,,,,1739.0,615.0,411.0,713.0,3964699.0,5913.0,0.47492811960897074,
600000,浦发银行,货币金融服务,J66,2015-05,30/01/2015,-0.074216,,,,,,,1637.0,484.0,427.0,726.0,3817259.0,6896.0,0.23750763591936466,
600000,浦发银行,货币金融服务,J66,2015-06,06/02/2015,-0.026261,,,,,,,1434.0,436.0,391.0,607.0,3425182.0,6465.0,0.22112970711297064,
600000,浦发银行,货币金融服务,J66,2015-07,13/02/2015,0.024131,,,,,,,976.0,351.0,188.0,437.0,3081798.0,5862.0,0.6353483606557376,
600000,浦发银行,货币金融服务,J66,2015-08,17/02/2015,0.002772,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-09,27/02/2015,0.004147,,,,,,,770.0,272.0,146.0,352.0,1815797.0,3844.0,0.6280519480519481,
600000,浦发银行,货币金融服务,J66,2015-10,06/03/2015,-0.061941,,,,,,,1455.0,456.0,397.0,602.0,2285369.0,8507.0,0.2457731958762886,
600000,浦发银行,货币金融服务,J66,2015-11,13/03/2015,0.12179,,,,,,,1405.0,565.0,246.0,594.0,1302001.0,6965.0,0.8079715302491104,
600000,浦发银行,货币金融服务,J66,2015-12,20/03/2015,0.030085,,,151.0,111.0,37.0,500.0,1701.0,664.0,311.0,726.0,3547180.0,8373.0,0.7506172839506174,0.8826137613612042
600000,浦发银行,货币金融服务,J66,2015-13,27/03/2015,-0.024762,,,10.0,7.0,3.0,74.0,1430.0,517.0,319.0,594.0,4599395.0,8121.0,0.54,0.8187505935000001
600000,浦发银行,货币金融服务,J66,2015-14,03/04/2015,0.054688,,,,,,,1697.0,608.0,379.0,710.0,4806696.0,7933.0,0.5303476723629935,
600000,浦发银行,货币金融服务,J66,2015-15,10/04/2015,0.082099,,,,,,,1454.0,591.0,267.0,596.0,4804409.0,8179.0,0.7914718019257221,
600000,浦发银行,货币金融服务,J66,2015-16,17/04/2015,0.061038,,,,,,,2013.0,668.0,477.0,868.0,5785226.0,9995.0,0.41400894187779436,
600000,浦发银行,货币金融服务,J66,2015-17,24/04/2015,-0.049462,,,,,,,2252.0,698.0,538.0,1016.0,5802406.0,9447.0,0.34849023090586156,
600000,浦发银行,货币金融服务,J66,2015-18,30/04/2015,0.022059,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-19,08/05/2015,-0.053127,,,,,,,1946.0,548.0,490.0,908.0,4647832.0,9949.0,0.22939362795477908,
600000,浦发银行,货币金融服务,J66,2015-20,15/05/2015,-0.019287,,,,,,,1954.0,566.0,446.0,942.0,3969056.0,7701.0,0.3288638689866939,
600000,浦发银行,货币金融服务,J66,2015-21,22/05/2015,0.058403,,,,,,,1520.0,508.0,287.0,725.0,2633503.0,5581.0,0.5792763157894737,
600000,浦发银行,货币金融服务,J66,2015-22,29/05/2015,-0.040541,,,14.0,22.0,1.0,70.0,1626.0,532.0,371.0,723.0,8887297.0,5957.0,0.43044280442804433,0.518566952918919
600000,浦发银行,货币金融服务,J66,2015-23,05/06/2015,0.081573,,,,,,,1680.0,577.0,324.0,779.0,4475653.0,6788.0,0.5908928571428572,
600000,浦发银行,货币金融服务,J66,2015-25,19/06/2015,-0.073793,,,7.0,51.0,5.0,122.0,2347.0,768.0,447.0,1132.0,6260042.0,10873.0,0.5550063911376225,-0.16770664319047615
600000,浦发银行,货币金融服务,J66,2015-26,26/06/2015,-0.027124,,,,,,,1465.0,505.0,268.0,692.0,3848655.0,5671.0,0.6270307167235494,
600000,浦发银行,货币金融服务,J66,2015-27,03/07/2015,0.001262,,,,,,,1755.0,609.0,344.0,802.0,4034701.0,6361.0,0.5900854700854701,
600000,浦发银行,货币金融服务,J66,2015-28,10/07/2015,0.088847,,,,,,,1891.0,581.0,477.0,833.0,4294814.0,5342.0,0.29714436805922795,
600000,浦发银行,货币金融服务,J66,2015-29,17/07/2015,-0.015046,,,,,,,1184.0,361.0,265.0,558.0,8253656.0,3573.0,0.38462837837837843,
600000,浦发银行,货币金融服务,J66,2015-30,24/07/2015,-0.051704,,,,,,,1073.0,322.0,260.0,491.0,4575039.0,3830.0,0.3106244175209692,
600000,浦发银行,货币金融服务,J66,2015-31,31/07/2015,-0.066295,,,,,,,1332.0,363.0,392.0,577.0,3613651.0,3823.0,-0.19527027027027027,
600000,浦发银行,货币金融服务,J66,2015-32,07/08/2015,0.026543,,,,,,,879.0,289.0,223.0,367.0,2339341.0,2753.0,0.3505119453924915,
600000,浦发银行,货币金融服务,J66,2015-33,14/08/2015,0.001293,,,,,,,696.0,250.0,133.0,313.0,2070270.0,2402.0,0.6392241379310345,
600000,浦发银行,货币金融服务,J66,2015-34,21/08/2015,-0.081988,,,93.0,40.0,19.0,301.0,1143.0,344.0,299.0,500.0,3459061.0,4083.0,0.24934383202099739,1.0585152198749999
600000,浦发银行,货币金融服务,J66,2015-35,28/08/2015,0.001406,,,8.0,11.0,3.0,77.0,1283.0,385.0,319.0,579.0,4229439.0,6550.0,0.28971161340607954,0.3196428125454546
600000,浦发银行,货币金融服务,J66,2015-36,02/09/2015,0.045646,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-37,11/09/2015,0.044997,,,,,,,1308.0,451.0,270.0,587.0,3378753.0,4415.0,0.5497706422018348,
600000,浦发银行,货币金融服务,J66,2015-38,18/09/2015,-0.034062,,,,,,,905.0,286.0,228.0,391.0,2249217.0,3162.0,0.32187845303867396,
600000,浦发银行,货币金融服务,J66,2015-39,25/09/2015,0.037259,,,,,,,783.0,257.0,184.0,342.0,2135976.0,2364.0,0.410727969348659,
600000,浦发银行,货币金融服务,J66,2015-40,30/09/2015,0.066709,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-41,09/10/2015,-0.043897,,,,,,,618.0,180.0,121.0,317.0,2379961.0,2594.0,0.44029126213592235,
600000,浦发银行,货币金融服务,J66,2015-42,14/10/2015,0.0,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2015-44,30/10/2015,0.030818,,,21.0,14.0,6.0,86.0,688.0,227.0,145.0,316.0,1894366.0,1878.0,0.4953488372093023,0.8468648472439024
600000,浦发银行,货币金融服务,J66,2015-45,06/11/2015,0.090909,,,47.0,30.0,8.0,201.0,844.0,269.0,168.0,407.0,2344517.0,2698.0,0.5036729857819906,1.0253240383411764
600000,浦发银行,货币金融服务,J66,2015-46,13/11/2015,-0.016779,,,,,,,980.0,325.0,186.0,469.0,2799537.0,2909.0,0.5690816326530612,
600000,浦发银行,货币金融服务,J66,2015-47,20/11/2015,0.050626,,,,,,,751.0,269.0,142.0,340.0,1873068.0,1677.0,0.6431424766977364,
600000,浦发银行,货币金融服务,J66,2015-48,27/11/2015,0.003249,,,,,,,1099.0,396.0,212.0,491.0,2624794.0,2886.0,0.6363057324840764,
600000,浦发银行,货币金融服务,J66,2015-49,04/12/2015,0.009714,,,,,,,742.0,279.0,165.0,298.0,2445208.0,1926.0,0.5814016172506739,
600000,浦发银行,货币金融服务,J66,2015-50,11/12/2015,-0.005879,,,,,,,911.0,317.0,204.0,390.0,5141786.0,2830.0,0.5005488474204172,
600000,浦发银行,货币金融服务,J66,2015-51,18/12/2015,0.01129,,,,,,,625.0,206.0,136.0,283.0,2886839.0,2274.0,0.47184,
600000,浦发银行,货币金融服务,J66,2015-52,25/12/2015,0.027113,,,,,,,581.0,219.0,104.0,258.0,2333395.0,1945.0,0.7270223752151462,
600000,浦发银行,货币金融服务,J66,2015-53,31/12/2015,-0.054348,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-02,08/01/2016,-0.042693,,,,,,,790.0,220.0,214.0,356.0,3602809.0,2594.0,0.15797468354430375,
600000,浦发银行,货币金融服务,J66,2016-03,15/01/2016,0.005146,,,,,,,590.0,166.0,148.0,276.0,2896674.0,2061.0,0.23186440677966094,
600000,浦发银行,货币金融服务,J66,2016-04,22/01/2016,-0.031854,,,,,,,479.0,129.0,104.0,246.0,2529042.0,1985.0,0.3106471816283925,
600000,浦发银行,货币金融服务,J66,2016-05,29/01/2016,-0.007051,,,,,,,483.0,158.0,129.0,196.0,2191510.0,1368.0,0.301863354037267,
600000,浦发银行,货币金融服务,J66,2016-06,05/02/2016,0.087574,,,,,,,447.0,159.0,79.0,209.0,2731709.0,1606.0,0.6771812080536914,
600000,浦发银行,货币金融服务,J66,2016-08,15/02/2016,0.003808,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-11,11/03/2016,-0.080217,,,,,,,618.0,163.0,160.0,295.0,4123460.0,3082.0,0.15776699029126215,
600000,浦发银行,货币金融服务,J66,2016-12,18/03/2016,0.051267,,,,,,,738.0,271.0,122.0,345.0,3400111.0,3150.0,0.7459349593495935,
600000,浦发银行,货币金融服务,J66,2016-13,25/03/2016,-0.005605,,,,,,,437.0,159.0,80.0,198.0,2200843.0,2621.0,0.6782608695652174,
600000,浦发银行,货币金融服务,J66,2016-14,01/04/2016,0.024803,,,,,,,484.0,179.0,102.0,203.0,2004067.0,2080.0,0.603099173553719,
600000,浦发银行,货币金融服务,J66,2016-15,08/04/2016,-0.031903,,,,,,,470.0,168.0,98.0,204.0,2733880.0,2690.0,0.5770212765957448,
600000,浦发银行,货币金融服务,J66,2016-16,15/04/2016,0.016477,,,,,,,424.0,169.0,70.0,185.0,1493829.0,2260.0,0.8313679245283019,
600000,浦发银行,货币金融服务,J66,2016-17,22/04/2016,0.019564,,,,,,,554.0,225.0,124.0,205.0,1742024.0,2393.0,0.657942238267148,
600000,浦发银行,货币金融服务,J66,2016-18,29/04/2016,-0.022478,,,,,,,1994.0,905.0,70.0,1019.0,1860171.0,2281.0,1.4095787362086258,
600000,浦发银行,货币金融服务,J66,2016-19,06/05/2016,-0.005609,,,,,,,1432.0,525.0,49.0,858.0,1032273.0,1464.0,1.1769553072625698,
600000,浦发银行,货币金融服务,J66,2016-20,13/05/2016,-0.027637,,,,,,,1081.0,281.0,107.0,693.0,1111935.0,2052.0,0.6752081406105459,
600000,浦发银行,货币金融服务,J66,2016-21,20/05/2016,0.012181,,,,,,,1067.0,188.0,139.0,740.0,1273696.0,2066.0,0.3458294283036551,
600000,浦发银行,货币金融服务,J66,2016-22,27/05/2016,0.016619,,,,,,,865.0,169.0,186.0,510.0,1399579.0,2010.0,-0.23583815028901733,
600000,浦发银行,货币金融服务,J66,2016-23,03/06/2016,0.01522,,,,,,,810.0,121.0,56.0,633.0,1714906.0,6743.0,0.47518518518518515,
600000,浦发银行,货币金融服务,J66,2016-24,08/06/2016,-0.00111,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-25,17/06/2016,-0.012229,,,,,,,368.0,116.0,73.0,179.0,1112648.0,1295.0,0.4964673913043478,
600000,浦发银行,货币金融服务,J66,2016-26,24/06/2016,-0.025155,,,,,,,486.0,171.0,103.0,212.0,1421423.0,2272.0,0.5506172839506174,
600000,浦发银行,货币金融服务,J66,2016-27,01/07/2016,0.041885,,,,,,,440.0,146.0,86.0,208.0,754545.0,1477.0,0.5509090909090909,
600000,浦发银行,货币金融服务,J66,2016-28,08/07/2016,-0.029523,,,,,,,423.0,130.0,74.0,219.0,429385.0,1416.0,0.5524822695035461,
600000,浦发银行,货币金融服务,J66,2016-29,15/07/2016,0.016828,,,,,,,337.0,127.0,73.0,137.0,438892.0,976.0,0.6026706231454007,
600000,浦发银行,货币金融服务,J66,2016-30,22/07/2016,-0.005092,,,,,,,277.0,102.0,52.0,123.0,522502.0,1181.0,0.6747292418772562,
600000,浦发银行,货币金融服务,J66,2016-31,29/07/2016,0.004479,,,,,,,416.0,122.0,78.0,216.0,518594.0,1386.0,0.4730769230769231,
600000,浦发银行,货币金融服务,J66,2016-32,05/08/2016,0.001911,,,,,,,348.0,105.0,68.0,175.0,455562.0,1422.0,0.4698275862068966,
600000,浦发银行,货币金融服务,J66,2016-33,12/08/2016,0.040051,,,,,,,460.0,178.0,68.0,214.0,716680.0,1497.0,0.8569565217391305,
600000,浦发银行,货币金融服务,J66,2016-34,19/08/2016,0.003667,,,,,,,314.0,117.0,40.0,157.0,432048.0,1024.0,0.8856687898089173,
600000,浦发银行,货币金融服务,J66,2016-35,26/08/2016,-0.004872,,,,,,,274.0,113.0,55.0,106.0,385593.0,916.0,0.7510948905109489,
600000,浦发银行,货币金融服务,J66,2016-36,02/09/2016,0.008568,,,,,,,244.0,89.0,46.0,109.0,259864.0,586.0,0.6627049180327869,
600000,浦发银行,货币金融服务,J66,2016-37,09/09/2016,0.004854,,,,,,,346.0,114.0,49.0,183.0,338723.0,670.0,0.7222543352601155,
600000,浦发银行,货币金融服务,J66,2016-38,14/09/2016,-0.009662,,,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2016-39,23/09/2016,0.004878,,,,,,,214.0,66.0,29.0,119.0,265423.0,660.0,0.6855140186915887,
600000,浦发银行,货币金融服务,J66,2016-40,30/09/2016,0.000607,,,,,,,218.0,81.0,30.0,107.0,320333.0,821.0,0.8490825688073396,
600000,浦发银行,货币金融服务,J66,2016-42,14/10/2016,-0.001819,,,,,,,166.0,60.0,32.0,74.0,204575.0,558.0,0.6397590361445783,
600000,浦发银行,货币金融服务,J66,2016-43,21/10/2016,-0.009721,,,,,,,266.0,89.0,49.0,128.0,344584.0,918.0,0.5954887218045112,
600000,浦发银行,货币金融服务,J66,2016-44,28/10/2016,-0.000613,,,,,,,198.0,54.0,42.0,102.0,371802.0,1164.0,0.3363636363636363,
600000,浦发银行,货币金融服务,J66,2016-45,04/11/2016,0.006753,,,,,,,181.0,68.0,43.0,70.0,305303.0,622.0,0.5303867403314917,
600000,浦发银行,货币金融服务,J66,2016-46,11/11/2016,0.011585,,,,,,,227.0,87.0,42.0,98.0,265011.0,1027.0,0.7242290748898678,
600000,浦发银行,货币金融服务,J66,2016-47,18/11/2016,0.000603,,,,,,,240.0,94.0,44.0,102.0,294974.0,1194.0,0.7525000000000001,
600000,浦发银行,货币金融服务,J66,2016-48,25/11/2016,0.029518,,,,,,,391.0,152.0,56.0,183.0,384421.0,1238.0,0.8769820971867007,
600000,浦发银行,货币金融服务,J66,2016-49,02/12/2016,0.000585,,,,,,,314.0,100.0,57.0,157.0,485092.0,860.0,0.560828025477707,
600000,浦发银行,货币金融服务,J66,2016-50,09/12/2016,0.014035,,,,,,,405.0,144.0,69.0,192.0,445431.0,2171.0,0.6977777777777778,
600000,浦发银行,货币金融服务,J66,2016-51,16/12/2016,-0.039216,,,,,,,327.0,88.0,75.0,164.0,578065.0,1043.0,0.2697247706422018,
600000,浦发银行,货币金融服务,J66,2016-52,23/12/2016,-0.028211,,,,,,,442.0,135.0,80.0,227.0,556490.0,1713.0,0.5273755656108597,
600000,浦发银行,货币金融服务,J66,2016-53,30/12/2016,0.001235,,,,,,,337.0,108.0,85.0,144.0,335723.0,954.0,0.3329376854599406,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-01,03/01/2014,0.208817,13929.0,30894.0,65.0,445.0,8.0,648.0,2172.0,764.0,514.0,894.0,5920176.0,10777.0,0.46878453038674023,-0.038342908870656355
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-02,10/01/2014,-0.172745,31116.0,62347.0,2.0,100.0,0.0,119.0,3393.0,966.0,1115.0,1312.0,5346707.0,9514.0,-0.24774535809018566,-0.25546205888235296
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-03,17/01/2014,0.032483,20615.0,38051.0,11.0,41.0,2.0,71.0,1573.0,486.0,432.0,655.0,3096038.0,5731.0,0.22790845518118247,0.10665851050000004
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-04,24/01/2014,-0.035955,16871.0,31711.0,23.0,142.0,9.0,219.0,1032.0,311.0,339.0,382.0,1680912.0,2743.0,-0.1924418604651163,-0.07801729522413792
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-05,30/01/2014,-0.06993,,,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-06,07/02/2014,0.002506,6757.0,13278.0,,,,,701.0,100.0,201.0,400.0,887553.0,1194.0,-0.6034236804564908,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-07,14/02/2014,0.05,16033.0,30520.0,,,,,630.0,261.0,146.0,223.0,1124694.0,1696.0,0.6538095238095237,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-08,21/02/2014,-0.002381,17361.0,33550.0,6.0,10.0,1.0,37.0,1072.0,341.0,266.0,465.0,2057322.0,2967.0,0.3400186567164179,0.41267631070588234
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-09,28/02/2014,0.042959,20162.0,36659.0,5.0,22.0,0.0,55.0,802.0,305.0,186.0,311.0,1555830.0,2092.0,0.5614713216957605,0.12063611055555558
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-10,07/03/2014,-0.018307,17001.0,31222.0,,,,,774.0,241.0,230.0,303.0,1574456.0,2118.0,0.16007751937984493,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-11,14/03/2014,-0.041958,16104.0,29094.0,46.0,99.0,23.0,250.0,605.0,216.0,147.0,242.0,1275104.0,1689.0,0.46214876033057856,0.11478820096428578
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-12,21/03/2014,-0.014599,14792.0,27566.0,50.0,222.0,6.0,356.0,810.0,253.0,241.0,316.0,1228073.0,1942.0,0.16148148148148142,0.07587436564748204
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-13,28/03/2014,0.009877,13740.0,26024.0,,,,,500.0,184.0,134.0,182.0,957836.0,2070.0,0.40920000000000006,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-14,04/04/2014,-0.00489,13469.0,25952.0,6.0,30.0,2.0,55.0,614.0,169.0,196.0,249.0,1068783.0,2216.0,-0.2535830618892508,-0.02098987942105263
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-15,11/04/2014,0.004914,11361.0,22058.0,,,,,396.0,122.0,137.0,137.0,580952.0,811.0,-0.2174242424242425,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-16,18/04/2014,-0.017115,11445.0,22257.0,,,,,363.0,102.0,122.0,139.0,526745.0,783.0,-0.2801652892561983,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-17,25/04/2014,-0.059701,10657.0,20772.0,,,,,435.0,118.0,149.0,168.0,590254.0,865.0,-0.32965517241379305,
